0.26	2.62
0.86	2.63
1.25	2.9
1.76	3.46
2.15	3.82
2.55	3.91
2.96	4.07
3.35	4.16
3.75	4.1
4.16	3.92
4.55	4.02
4.85	3.99
5.25	3.84
5.66	3.98
6.15	3.92
6.56	3.79
6.95	3.91
7.35	3.84
7.75	3.84
8.25	3.55
8.76	3.71
9.25	3.73
9.55	3.56
9.95	3.59
10.35	3.68
10.75	3.56
11.15	3.57
11.55	3.55
11.95	3.41
12.45	3.38
12.85	3.54
13.75	3.61
14.15	3.69
14.55	3.66
14.96	3.68
15.56	3.64
16.16	3.39
16.55	2.98
16.95	3.3
17.36	3.25
18.15	3.02
18.56	2.99
18.95	3.18
19.45	3.41
19.86	3.25
20.25	3.12
20.65	3.08
21.06	3.08
21.45	2.95
21.85	3.01
22.25	3.22
22.65	3.19
23.05	3.35
23.46	3.27
23.85	2.82
24.25	2.46
24.66	2.44
25.65	3.51
26.15	3.83
26.65	3.99
27.05	3.95
27.45	4.09
27.85	3.88
28.25	3.73
