0.2	2.701
0.3	2.614
0.5	2.647
0.7	2.745
0.8	2.545
0.9	2.424
1	2.559
1.1	2.574
1.19	2.597
1.28	2.555
1.38	2.660
1.48	2.691
1.58	2.638
1.68	2.595
1.78	2.754
2.08	2.838
2.18	2.738
2.28	2.861
2.38	2.991
2.48	2.994
2.58	2.902
2.68	3.028
2.87	3.221
2.97	3.303
3.07	3.633
3.17	3.419
3.47	3.508
3.57	3.458
3.67	3.660
3.87	3.765
4.07	3.955
4.18	4.232
4.27	4.077
4.37	3.955
4.47	3.694
4.57	3.430
4.67	3.466
4.77	4.075
4.87	4.083
4.97	4.103
5.07	4.226
5.17	4.121
5.3	4.017
5.37	3.947
5.47	3.984
5.57	4.026
5.68	3.986
5.77	4.007
5.87	4.021
5.97	3.985
6.07	3.828
6.17	3.826
6.27	3.776
6.57	3.966
6.67	3.622
6.87	3.829
7.07	3.746
7.27	3.758
7.37	3.610
7.47	3.588
7.57	3.748
7.67	3.758
7.77	3.828
7.87	3.720
7.97	3.833
8.07	3.601
8.17	3.783
8.37	3.599
8.47	3.686
8.57	3.783
8.67	3.791
8.77	3.721
8.87	3.884
8.97	3.552
9.07	3.551
9.17	3.582
9.27	3.523
9.37	3.512
9.47	3.609
9.57	3.640
9.67	3.545
9.77	3.519
9.87	3.580
9.97	3.752
10.07	3.799
10.18	3.849
10.27	3.761
10.37	3.710
10.47	3.823
10.57	3.789
10.67	3.800
10.77	3.408
10.87	3.733
10.97	3.638
11.07	3.148
11.17	3.369
11.27	3.152
11.47	3.141
11.57	3.213
11.77	3.058
11.77	3.094
11.87	3.110
12.07	3.156
12.17	3.323
12.27	3.474
12.37	3.377
12.47	3.296
12.67	3.141
12.77	3.158
12.97	2.972
13.07	3.095
13.17	3.030
13.27	3.083
13.37	3.278
13.47	3.202
13.57	2.964
13.67	3.004
13.91	3.079
13.99	3.102
14.19	3.354
14.29	3.305
14.39	3.349
14.6	2.844
14.69	2.658
14.79	2.863
14.89	2.486
14.99	2.364
15.09	2.482
15.19	2.442
15.29	2.607
15.49	3.101
15.59	3.342
15.69	3.970
15.89	4.003
15.99	3.966
16.1	4.037
16.29	4.028
16.49	3.814
16.69	3.859
16.89	3.806
17.09	3.746
17.09	3.852
17.29	3.698
17.49	3.924
17.89	3.723
18.09	3.646
18.29	3.710
18.49	3.802
18.69	3.578
18.89	3.581
19.1	3.747
19.29	3.541
19.49	3.734
19.69	3.664
19.89	3.659
20.09	3.139
20.29	3.241
20.49	2.910
20.69	2.892
20.89	2.683
21.09	2.897
21.29	3.024
21.49	3.190
21.69	2.670
21.89	2.750
22.1	2.940
22.29	3.290
22.49	3.590
22.69	3.640
22.89	3.410
23.29	2.940
23.49	2.720
23.69	2.630
23.89	2.860
24.09	3.370
24.29	3.580
24.49	3.750
24.69	3.700
24.89	3.720
25.1	3.690
25.29	3.610
25.49	3.450
25.69	3.690
25.89	3.770
26.09	3.710
26.29	3.560
26.49	3.840
26.69	3.680
26.89	3.700
27.09	3.570
27.29	3.190
27.49	3.120
27.69	3.019
27.89	3.038
28.1	3.295
28.29	3.409
28.49	3.294
28.69	3.517
28.89	3.568
29.09	3.041
29.29	3.184
29.49	3.248
29.69	3.159
29.89	2.860
30.09	2.751
30.49	2.807
30.69	2.611
30.89	2.546
31.1	2.272
31.49	2.435
31.69	2.997
31.89	3.535
32.09	3.995
32.29	4.046
32.49	3.905
32.69	3.835
32.89	3.627
33.09	3.673
33.29	3.445
33.49	3.759
33.69	3.914
33.89	3.577
34.1	3.448
34.29	3.434
34.49	3.523
34.69	3.446
34.89	3.273
35.09	3.398
35.29	3.095
35.49	3.069
35.69	3.307
35.89	3.100
36.09	3.095
36.29	2.793
