0.025	2.18
0.065	2.14
0.115	2.26
0.165	2.35
0.215	2.23
0.265	2.2
0.315	2.27
0.365	3.03
0.415	2.35
0.465	2.39
0.565	2.52
0.615	2.44
0.665	3.15
0.715	3.22
0.765	3.54
0.815	3.72
0.865	3.65
0.915	3.69
0.965	3.59
1.015	3.722
1.065	3.51
1.115	3.58
1.165	3.55
1.215	3.46
1.265	3.36
1.315	3.32
1.365	3.25
1.415	3.29
1.465	3.2
1.515	3.31
1.565	3.32
1.615	3.39
1.665	3.39
1.715	3.22
1.765	3.28
1.795	3.32
1.815	3.1
1.915	3.18
2.015	3.32
2.115	3.18
2.215	3.43
2.315	3.32
2.415	3.16
2.515	3.13
2.615	2.62
2.715	2.9
2.815	2.78
2.915	2.75
3.015	2.61
3.115	2.43
3.215	2.97
3.315	2.92
3.415	2.32
3.515	2.95
3.615	2.5
3.715	2.28
3.815	2.58
3.915	2.44
4.015	2.32
4.115	2.16
4.215	2.13
4.315	2.59
4.415	3
4.515	3.4
4.615	3.4
4.705	3.48
4.815	3.58
4.915	3.59
5.015	3.6
5.115	3.55
5.215	3.53
5.315	3.5
5.415	3.56
5.515	3.47
5.615	3.52
5.715	3.36
5.815	3.27
5.915	3.35
6.015	3.07
6.115	2.95
6.215	3.19
6.315	3.37
6.415	3.05
6.515	3.34
6.615	3.41
6.715	3.45
6.815	3.48
6.915	3.51
7.015	3.35
7.115	3.37
7.215	3.41
7.415	2.73
7.515	2.68
7.615	2.79
7.815	2.78
7.915	2.73
8.015	3.19
8.115	3.11
8.215	3.17
8.315	2.85
8.415	3.11
8.515	3.15
8.615	3.09
8.715	2.62
