0.2	3.177
0.4	3.366
0.5	3.146
0.7	3.130
1	3.234
1.28	3.062
1.38	3.163
1.48	3.171
1.51	2.950
1.58	3.280
1.68	3.384
1.78	3.414
1.88	3.462
2.08	3.433
2.18	3.546
2.28	3.582
2.38	3.493
2.48	3.577
2.58	3.679
2.68	3.684
2.77	3.895
2.87	4.113
3.07	4.082
3.17	4.184
3.27	4.211
3.3	4.076
3.47	4.243
3.57	4.353
3.67	4.362
3.7	4.063
3.77	4.506
3.87	4.566
3.97	4.616
4.07	4.857
4.27	4.848
4.47	4.866
4.51	4.910
4.57	4.930
4.67	4.806
4.7	4.763
4.77	4.924
4.87	4.854
5.07	4.830
5.17	4.706
5.3	4.804
5.3	4.811
5.37	4.640
5.47	4.773
5.68	4.722
5.77	4.746
5.87	4.613
5.9	4.691
6.07	4.578
6.17	4.589
6.27	4.523
6.47	4.465
6.57	4.501
6.67	4.429
6.87	4.564
6.97	4.472
7.07	4.477
7.27	4.356
7.37	4.472
7.57	4.273
7.67	4.352
7.77	4.482
7.87	4.388
7.97	4.253
8.07	4.398
8.17	4.458
8.27	4.121
8.27	4.371
8.37	4.255
8.47	4.377
8.57	4.446
8.67	4.298
8.77	4.325
8.87	4.182
8.97	4.236
9.07	4.137
9.17	4.226
9.27	4.099
9.37	4.078
9.47	4.289
9.57	4.223
9.67	4.149
9.77	4.183
9.87	4.088
9.97	4.233
10.07	4.337
10.18	4.457
10.27	4.455
10.37	4.375
10.47	4.510
10.57	4.450
10.67	4.638
10.67	4.494
10.77	4.038
10.77	4.302
10.97	4.409
11.07	4.211
11.17	4.019
11.27	3.902
11.37	3.935
11.47	3.926
11.57	3.867
11.68	3.825
11.77	3.513
11.87	3.729
11.97	3.678
12.07	3.881
12.17	3.812
12.17	3.982
12.27	4.141
12.37	4.188
12.47	4.074
12.57	3.898
12.67	3.901
12.77	3.850
12.87	3.736
12.97	3.774
13.07	3.749
13.17	3.781
13.27	3.801
13.37	3.714
13.47	4.066
13.57	3.799
13.67	3.706
13.77	3.936
13.91	3.943
13.99	3.531
14.09	3.970
14.19	4.027
14.29	3.945
14.39	3.896
14.49	3.615
14.6	3.439
14.69	3.321
14.79	3.133
14.89	3.069
14.99	2.939
15.09	3.033
15.19	3.122
15.29	3.051
15.39	3.806
15.49	3.671
15.59	3.910
15.69	4.393
15.89	4.560
15.99	4.742
16.1	4.443
16.29	4.701
16.49	4.531
16.69	4.592
16.89	4.362
17.09	4.460
17.29	4.474
17.49	4.506
17.69	4.578
17.89	4.567
18.09	4.430
18.29	4.219
18.49	4.272
18.69	4.149
18.89	4.165
19.1	4.353
19.29	4.276
19.49	4.345
19.69	4.371
20.29	4.015
20.69	3.409
20.89	3.328
21.09	3.560
21.29	3.613
21.49	3.573
21.69	3.338
21.89	3.203
22.1	3.551
22.29	4.054
22.49	4.250
22.69	4.426
22.89	4.212
23.09	4.034
23.29	3.745
23.49	3.321
23.69	3.365
23.89	4.277
24.29	4.247
24.49	4.504
24.69	4.479
24.89	4.410
25.1	4.406
25.29	4.470
25.49	4.333
25.69	4.324
25.89	4.248
26.09	4.527
26.29	4.412
26.49	4.530
26.69	4.303
26.89	4.392
27.09	4.180
27.29	4.075
27.49	3.886
27.69	3.813
27.89	3.625
28.1	4.121
28.29	4.108
28.49	4.179
28.69	4.064
28.89	4.133
29.49	3.849
29.69	3.748
29.89	3.615
30.29	3.838
30.49	3.605
30.69	3.497
31.1	3.088
31.49	2.993
31.69	3.577
31.89	4.207
32.29	4.638
32.49	4.765
32.69	4.601
32.89	4.426
33.09	4.336
33.29	4.318
33.49	4.321
33.69	4.364
33.89	4.345
34.1	4.240
34.29	4.093
34.49	4.148
34.69	4.167
34.89	4.060
35.09	4.154
35.29	4.088
35.49	3.878
35.69	3.993
35.89	3.923
36.09	3.862
36.29	3.759
